,train_id,name,item_condition_id,category_name,brand_name,price,shipping,item_description
1296071,1296071,Grey LuLaRoe leggings,1,"Women/Athletic Apparel/Pants, Tights, Leggings",Independent,22.0,1,Brand new never worn
1127103,1127103,Levi's jeans,2,"Women/Jeans/Slim, Skinny",Levi's®,15.0,0,Great condition! Says size 29 but fits a 27-28 best
222145,222145,American girl doll - just like you,3,Kids/Toys/Dolls & Accessories,American Girl ®,66.0,0,In good condition! Hasn't been played with in years! **doll stand not included**
601521,601521,White soft daiso clay,1,Kids/Toys/Arts & Crafts,,10.0,0,DO NOT EAT OR CONSUME PRODUCT!! •you get a new and unopened package •white color •perfect for butter slime
228024,228024,Funko POP! Spy Gru (Damaged Box),1,Kids/Toys/Action Figures & Statues,,5.0,1,Item is in good condition. Packaging has heavy damage Item will arrive as seen in photos. Item will ship via USPS First Class. Handling times are 1-2 Business Days. No Refunds Or Returns Are Accepted Firm Price.
1275349,1275349,Lularoe OS Floral Leggings,1,"Women/Athletic Apparel/Pants, Tights, Leggings",LuLaRoe,25.0,1,NWT OS Floral Scroll Black and White. Price includes fees and shipping.
185478,185478,14k Gold Choker Chain,1,Women/Jewelry/Necklaces,,16.0,0,Price negotiable Sturdy 14k gold choker chain Retail [rm]
753497,753497,LORAC eyeshadow bundle,1,Beauty/Makeup/Eyes,Lorac,9.0,1,"BRAND NEW-never been used or swatch!!! No box-Authentic!!! Can be used wet or dry. Rich, long-lasting pigments. Ultra silky, smooth texture!!! Retail price: [rm] each"
106402,106402,Mom to be and big sister sash,3,Women/Maternity/Other,,8.0,1,2 sashes for baby shower Mom to be Big sister I also have a beautiful mum / corsage Price is firm
68034,68034,Sterling Silver Cruise Ship Charm Bead,3,Handmade/Accessories/Charm,,10.0,1,"Good condition. Fits Pandora, Chamilia or similar bracelets. Marked 925"
1461008,1461008,Free shipping new organic teeth whitener,1,Beauty/Skin Care/Face,Sephora,9.0,1,"Perfect10 Body Works Black2White activated carbon charcoal powder is a 100% all natural, organic teeth whitener. It is an oxidized version of charcoal, which has numerous health benefits! It naturally.. ❌whitens teeth ❌removes external stains ❌polishes teeth ❌strengthens enamel ❌detoxifies your mouth ❌NO chemicals or harmful ingredients like commercial whitening products ❌reduces things that cause cavities, gum disease & bad breath ❌Odorless, tasteless, nontoxic!! ***Depending on usage, this will last 1-2 months 1 ounce [rm] 2 ounces [rm] 5 ounces [rm] ⭕️Add a new bamboo charcoal infused soft toothbrush for [rm] Detailed instructions are included Results vary, everyone is different Works immediately Doesn't replace toothpaste Ingredients: Organic activated charcoal powder, bentonite powder Factory sealed Retail [rm] FYI ❌The round metal jar & ziplock bags of charcoal EVERYONE is selling on here is from CHINA & is NOT activated carbon charcoal powder & NOT ALL NATURAL OR SAFE"
349788,349788,Mariokart 7,3,Electronics/Video Games & Consoles/Games,Nintendo,10.0,1,Working mariokart 7
944447,944447,For claudia,3,Beauty/Makeup/Face,Too Faced,19.0,0,Do not buy for claudia
716546,716546,Medela Double Breast Pump,3,Kids/Pregnancy & Maternity/Breastfeeding Pillows & Stools,Medela,35.0,0,Medela Double Breast Pump Used only a handful of times Includes adapter and Pump attachments Needs replacement tubing From pet and smoke free home No free shipping
270166,270166,LipSense BELLA,1,Beauty/Makeup/Lips,SeneGence,22.0,1,New and sealed
65195,65195,Women's Dress,2,"Women/Dresses/Above Knee, Mini",B. Smart,14.0,0,No description yet
351968,351968,Lot of 8 Lularoe OS Legging Prints,1,"Women/Athletic Apparel/Pants, Tights, Leggings",,90.0,1,NIB Lularoe OS Lot
699776,699776,M white FULL lace racerback bralette,1,Women/Underwear/Bras,,13.0,1,Sale sale sale! Awesome New white full lace racerback bralette in a size medium. Perfect to wear under your favorite shirt or dress and romper! Fits best 32C 34A 34B 36A
945542,945542,Lularoe unicorn tc leggings,1,"Women/Athletic Apparel/Pants, Tights, Leggings",,39.0,0,New
848678,848678,Lularoe XL Irma and TC leggings outfits,3,Women/Tops & Blouses/Tunic,,40.0,1,"All outfits are in EUC, only worn a few times. Washed and dried to Lularoe standards. [rm] per set, your choice. The Carmel color Irma is NWT."
266132,266132,Old Navy Dressy Top. FREE SHIPPING,2,Women/Tops & Blouses/Blouse,Old Navy,6.0,1,Excellent condition. Very comfy
688356,688356,36 c bra set,3,Women/Underwear/Bras,,10.0,0,36 c bra set clack one is wire free
663191,663191,Punk Green hair dye,1,Beauty/Hair Care/Hair Color,,10.0,0,"New, sealed bottle Jerome Russel punk colour |color dye Color= Alpine green -You don't have to mix it with anything, you just apply it on your hair. You can even mix it with white conditioner, to make the color lighter or more of a pastel tone. -For best results use on bleached or lightened hair. It can also give darker hair subtle highlights. -3.5 Oz (100ml) each bottle"
285131,285131,Bundle for jep,3,Kids/Boys 2T-5T/Shoes,,32.0,1,Vguc
1305442,1305442,Body Central Scarf,2,Women/Women's Accessories/Scarves & Wraps,,3.0,1,Worn once. New. Floral pattern. Mesh pattern material on front.
619318,619318,case otterbox defender for note 4 green,3,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",,12.0,1,case otterbox defender for note 4 color green used in verygood condition 12firm free shiping
957364,957364,Jennifer,1,Other/Other/Other,,6.0,1,Pearl necklace set
981338,981338,Steam Controller,2,Electronics/Video Games & Consoles/Accessories,,41.0,0,New steam controller Only opened to take pic
1032773,1032773,Pace rival crop,2,"Women/Pants/Capris, Cropped",Lululemon,61.0,0,Luxtreme material four way stretch. Size 4. In perfect condition. The color black.
491940,491940,Leather upper loafers,3,Men/Shoes/Loafers & Slip-Ons,,10.0,0,Great condition leather black loafers
1191947,1191947,Mac ruby woo lip pencil,1,Beauty/Makeup/Lips,Mac Cosmetic,12.0,1,Brand new in box Price includes shipping and fees Have the matching lipstick listed as well Price is firm unless bundled with the lipstick
71709,71709,Snap-On tool baby onesie. Size 6M,3,Kids/Boys 0-24 Mos/One-Pieces,,6.0,1,Snap-On tool Orange onesie. Worn twice and in perfect condition. No stains or holes. Smoke free/cat free home. I'll pay for shipping!
184965,184965,"Lularoe leggings, OS, free shipping",3,"Women/Athletic Apparel/Pants, Tights, Leggings",,13.0,1,"Good used condition. Stitching is a bit lose on the waist band in one spot, shown in pictures. No structural concern and would be very easily fixed if wanted. Very minor piling on inner thighs. No holes. Worn about 4 times and washed per LLR. Free shipping"
191895,191895,Kids set wooden letter blocks in bag 96,3,Kids/Toys/Learning & Education,,16.0,0,I counted 96 blocks All in great condition Comes in cotton carrying bag Kids hardly played with them Colorful and fun! Check out my other listings for more great items
581005,581005,Littlest pet shop green turtle,3,Kids/Toys/Action Figures & Statues,,3.0,1,No description yet
378497,378497,Sinful from buckle tshirt xsmall,2,Women/Tops & Blouses/T-Shirts,Sinful By Affliction,36.0,0,Never worn no tag. Black white grey silver rhinestones
408922,408922,Pink Galaxy Yeti Rambler Tumbler 30 oz,1,Sports & Outdoors/Outdoors/Hiking & Camping,Yeti,30.0,0,Yeti Rambler Tumbler 30 Ounce Pink Galaxy Tumbler and Lid. Unused Authentic Yeti Features: -Durable kitchen-grade 18/8 stainless steel -Double-wall vacuum insulation which keeps drink hot or cold to the last drop -No sweat design which keeps fingers dry and frostbit free. -BPA free -5 Year Warranty
106189,106189,4 small dolls,3,Kids/Toys/Dolls & Accessories,,7.0,0,All about 6 inches tall 4 Don't know what brand
644219,644219,Lularoe owl leggings TC BNWT unicorn,1,"Women/Athletic Apparel/Pants, Tights, Leggings",,54.0,0,Real background with tan owls and leaves - BNWT TC
1479411,1479411,LANE BRYANT TURTLENECK TOP 14/16,1,Women/Tops & Blouses/Turtleneck,Lane Bryant,15.0,1,"Pretty, green top. Perfect for layering or wear alone. The size is 14/16 Free Shipping! @esawyer463"
153810,153810,colourpop eye shadows,2,Beauty/Makeup/Eyes,ColourPop Cosmetics,31.0,0,"9 Colourpop shadows in: Jinxie, Cheeky, Crimper, Seeker, Bandit, Cornelious, Kennedy, Elixer, Paradox. All shadows have never been used expect for Jinxie and Cheeky."
748973,748973,Slip on vans size 7 black,2,Women/Shoes/Loafers & Slip-Ons,VANS,27.0,1,"Barely used, and when I did use them they were taken care of. Free shipping!"
177926,177926,Sundress,2,Women/Dresses/Full-Length,,16.0,0,No description yet
407468,407468,6 - Air Wick Pure Air Freshener,1,Home/Cleaning Supplies/Air Fresheners,Air Wick,30.0,0,"(2) Ocean Breeze (2) Tropical Flowers (2) Sunset Cotton (3) Dr Scholl DreamWalk Ball of Foot Cushion -Engineered to help prevent ball of foot pain -Prevents toes scrunch BRAND NEW, UNOPENED PRICE IS FIRM Tags: refills, febreze"
516159,516159,Coach Disney x Mickey coin purse,1,Women/Women's Accessories/Wallets,Coach,53.0,0,Authentic Brand new
1169392,1169392,Merona medium black zip up fleece,3,Women/Sweaters/Full Zip,Merona,9.0,0,No description yet
607919,607919,LulaRoe TC giraffe leggings BNWT,1,Women/Jeans/Leggings,,39.0,0,Never washed worn or tried on.
1158030,1158030,Pure Black XS Irma from LulaRoe,1,Women/Tops & Blouses/Tunic,LuLaRoe,49.0,0,"This is a pure black textured Irma in a size extra small by LulaRoe. The texture feels almost like a Cassie and is pictured in the last photo, and please refer to the fabric content before purchasing. NWOT. No known deficiencies or pilling. Comes from a smoke and pet free home."
784357,784357,LPS Bundle,2,Kids/Toys/Action Figures & Statues,Littlest Pet Shop,14.0,0,Includes daschund and sugar glider/ bat.
555479,555479,Fresh strawberry pink zebra,1,Home/Home Décor/Home Fragrance,,5.0,1,2 scoops of fresh strawberry scent This is for 1 listing of 2 scoops of wax sprinkles
1404926,1404926,HARMAN KARDON SPEAKER,2,"Electronics/TV, Audio & Surveillance/Home Speakers & Subwoofers",Harman Kardon,119.0,0,Like new HARMAN KARDON onyx studio 2
366198,366198,Sock peep toe ankle boot size 7 - 7.5,3,Women/Shoes/Boots,,25.0,0,"Navy blue sock boot, open toe booties, open toe heels size 7 - 7.5"
1171168,1171168,Requested Gray Bundle,3,Women/Tops & Blouses/Knit Top,,34.0,0,"Requested Bundle. Old Navy Sweater Dress Tunic, Staccato Striped Top and Mystree Cardigan."
125072,125072,Apple earphones,2,Electronics/Cell Phones & Accessories/Cell Phone Accessories,Apple,10.0,0,Apple earphones Maybe used once Good condition
75563,75563,Nude sandals,3,Women/Shoes/Sandals,,21.0,0,Cute Madden Girl sandals. Stretchy top with bling in front and sides. Only worn a few times. Have slip proof stickpins on bottom. One small scuff near front-see last picture!
1432288,1432288,Birthday Cake Pop Floam Slime,2,Handmade/Other/Other,,7.0,0,• 2 oz • pink floam • contains foam beads • will be packaged with a very small bag of borax powder
1316514,1316514,Pregnancy test,1,Kids/Pregnancy & Maternity/Family Planning Tests,,4.0,1,3 for [rm] Easy use Exp.2018
481734,481734,Younique splurge HOLD for poetichealing,1,Beauty/Makeup/Eyes,,12.0,1,New splurge cream shadow
1452283,1452283,Ty beanie boo buddy Present Rare NWT,1,Kids/Toys/Stuffed Animals & Plush,,18.0,1,"NWT rare 10"" medium beanie boo"
1007321,1007321,Victoria's Secret pink quarter zip,2,Women/Athletic Apparel/Jackets,PINK,34.0,0,"EUC Victoria's Secret pink black quarter zip Size Small ✨✨✨Will bundle for cheaper shipping✨✨✨ PRICE IS FIRM AND NOT NEGOTIABLE, NO FREE SHIPPING. ✨✨✨I am not responsible for lost, stolen, or damaged mail once shipped. Please call the post office for such matters✨✨✨ ✨✨✨You are responsible for knowing your size, I will not refund if it is too small or too big ✨✨✨ ✨✨✨I video tape all packing and shipping✨✨✨"
1011893,1011893,Thirty-one Well Suited Garment Bag,1,,,51.0,0,"New [rm] retail. All of your travel essentials, all in one place! This garment bag works overtime with lots of pockets for shoes, accessories, toiletries and more. Zip it shut and fold it up for a carry-on, weekend trips or the kids’ activities. In Chevron Squares. OFFERS WELCOMED"
240866,240866,Milani amore matte lip cream!,1,Beauty/Makeup/Lips,Milani,9.0,1,"Brand new, sealed, milani amore matte lip cream in the color 18 obsession!"
639129,639129,Women's dress pants,3,Women/Pants/Dress Pants,,19.0,0,"Super lightweight and lots of stretch, size 3X-SHORT"
1283534,1283534,Samsung 256GB MicroSD,1,Electronics/Cell Phones & Accessories/Cell Phone Accessories,Samsung,70.0,1,"Brand new unopened Samsung 256GB micro SD card. It is rated to be heat, water, and magnet resistant. Retails for between 150-250$"
1222709,1222709,Malibu Hot Pink Triangle Bikini,3,Women/Swimwear/Two-Piece,,14.0,0,worn a few times still in great condition
859578,859578,Brighton Merridan Women's watch,1,Women/Women's Accessories/Watches,Brighton,49.0,0,Brighton Merridan Women's watch has never been worn or used.
1058076,1058076,Pink Velvet Dress,2,"Women/Dresses/Above Knee, Mini",Wet Seal,15.0,1,Soft pink velvet dress. Form fitting. Too small for me
486229,486229,Toms Burgundy Brand New,1,Women/Shoes/Loafers & Slip-Ons,TOMS,35.0,1,Size 9w Burgundy Toms (Red Mahogany) Zumiez ... My boyfriend bought me these a few days ago and I'm not even a size 9 lol. I'm a 8 but he said the sales person suggested he get a size bigger since I'm flat footed but I just can't lol . But they are gorgeous!! He doesn't ever keep receipts (which is annoying) but that's why I'm selling here lol:)
298304,298304,Coach Poppy convertible crossbody purse,2,Women/Women's Handbags/Messenger & Crossbody,Coach,40.0,0,Signature metallic outline small crossbody authentic Coach. Excellent condition! The front pocket fits an iPhone 6s just fine. There is NO creed patch because of the small size of this purse. Smoke free/pet home.
671668,671668,Paris amour,2,Beauty/Skin Care/Body,Bath & Body Works,5.0,1,Bath and body works body spray
1430906,1430906,Beats Solo 2 headphones,2,"Electronics/TV, Audio & Surveillance/Headphones",Beats,90.0,1,Color: blush pink Condition: gently used Comes with: storage box and carrier case
88322,88322,5oz yellow bubbly slime,1,Kids/Toys/Arts & Crafts,Elmers,7.0,0,"soft, stretchy, safe, and fun"
303028,303028,Chanel jumbo Pearl brooch final sale,1,Vintage & Collectibles/Jewelry/Brooch,,14.0,0,Chanel jumbo Pearl and gold brooch . Fashion for less priced to sell . Everything must go . Ships same day
1053783,1053783,Lululemon plaid check running shorts 8,3,Women/Athletic Apparel/Shorts,Lululemon,42.0,1,Size 8 I think these are the speed shorts from Lululemon Super pretty color combo. Only tried on a few times. Has liner shorts.
947071,947071,LuLaRoe TC NWT,1,"Women/Athletic Apparel/Pants, Tights, Leggings",,35.0,1,Brand new with tags and bag LuLaRoe TC leggings. They are a light purple with black background and orange. Perfect for fall and halloween!
85957,85957,Rampage size 6M NWB,1,Women/Shoes/Boots,,16.0,0,No description yet
2902,2902,Coach Umbrella,1,Women/Other/Other,,22.0,0,Brand new with tags!
752793,752793,PATAGONIA BOYS' Size 10 jacket/pullover,3,Kids/Boys (4+)/Coats & Jackets,,19.0,0,"- In very good condition - Size 10 - sorry, no free shipping - NO FADES, NO TEARS, NO STAINS - PRICE IS FIRM * PLEASE KEEP IN MIND THAT DUE TO MY WORK SCHEDULE, I CAN ONLY SHIP ITEMS 4-7 DAYS AFTER PURCHASE*"
1069057,1069057,Benefit bag of makeup,1,Beauty/Makeup/Makeup Sets,Benefit,21.0,0,"Benefit bag with 3 NARS items, too faced, lime crime, clinique, butter london, tarte, and pretty woman polish. They are new."
738732,738732,Lululemon striped tank top size 6,3,Women/Athletic Apparel/Shirts & Tops,Lululemon,44.0,0,Lululemon athletica tank top size 6 Has long rip tag! Fun black and white striped top with solid black bottom! Good gently used condition!!
